en	te
నేను మీకు చెప్పలేను.	That I can't tell you.
టామ్ మేరీకి అర మిలియన్ డాలర్ల చెక్కును ఇచ్చాడు.	Tom handed Mary a check for half a million dollars.
దయచేసి తలుపు లాక్ చేయండి.	Please lock the door.
ఉపయోగకరమైన సలహా కోసం చాలా ధన్యవాదాలు.	Thank you very much for the useful advice.
మేము కొత్త కోచ్‌ను నియమించాము.	We've hired a new coach.
అది పాస్ అవుతుందని నేను ఖచ్చితంగా అనుకుంటున్నాను.	I'm sure it'll pass.
నేను ఈ మధ్యాహ్నం రావచ్చని అనుకుంటున్నాను.	I think I can come over this afternoon.
టామ్కు ఏమి జరిగిందో మనకు ఎప్పటికి తెలుస్తుందని నేను అనుకోను.	I don't think that we'll ever know what happened to Tom.
టామ్ ఎప్పుడైనా బోస్టన్‌కు వెళ్ళాడా అని నేను ఆశ్చర్యపోతున్నాను.	I wonder if Tom has ever been to Boston.
మేము వేగంగా ఇక్కడి నుండి బయటపడాలి.	We have to get out of here fast.
దేవుడు	God
నేను మిమ్మల్ని కొన్ని సలహాలు అడగాలనుకుంటున్నాను.	I'd like to ask you for some advice.
ఇది మంచి ఆలోచన.	That's a nice thought.
ఈ సాయంత్రం నాకు సమయం ఉండదు.	I won't have time this evening.
ఇది నా కఠినమైన హెచ్చరిక.	It is my strict warning.
అతను ఇంకా బతికే ఉంటే, అతను ఇప్పుడు చాలా వయస్సులో ఉంటాడు.	If he's still alive, he'd be very old by now.
మీరు నాకు సహాయం చేస్తే నేను పనిని అంగీకరిస్తాను.	I will accept the work, provided that you help me.
RRR ఒక ఎపిక్ యాక్షన్ డ్రామా మూవీ.	RRR is an epic action drama movie.
టామ్ కిటికీలోంచి చూస్తూ మేరీని చూశాడు.	Tom looked out the window and saw Mary.
మీకు బర్త్‌మార్క్ ఉందా?	Do you have a birthmark?
మూలం	Source
హిందీ భాషను హిందుస్థాన్ కి భాష అంటారు.	Hindi language is known as Hindustan ki Bhasha.
టామ్ ఒక నవల రాయడం ప్రారంభించాడు.	Tom has started writing a novel.
నిజం చెప్పడానికి ఎప్పుడూ వెనుకాడరు.	Never hesitate to tell the truth.
మీరు విందు కోసం ఉంటున్నారా?	Are you staying for dinner?
నేను అతని పేరు మీకు చెప్పడం లేదు.	I'm not telling you his name.
నేను మీకు చెప్పాను.	I'd have told you that.
పాలు పుల్లని రుచి చూస్తాయి.	The milk tastes sour.
మీరు గంభీరంగా ఉన్నట్లు నటించవచ్చు, కానీ మీరు ఫన్నీగా నటించలేరు.	You can pretend to be serious, but you can't pretend to be funny.
అది తెలివితక్కువ నియమం.	That's a stupid rule.
టామ్ డ్రైవ్ చేసేంత వయస్సు.	Tom is old enough to drive.
టామ్ సోమవారం ఇంటికి వస్తానని చెప్పాడు.	Tom told me that he'd be home on Monday.
టామ్ మేరీతో టెన్నిస్ ఆడాలనుకుంటున్నాడు.	Tom wants to play tennis with Mary.
నేను మీ వైపు చూడటం లేదు.	I wasn't looking at you.
అతను ఇప్పుడు తన తండ్రి ఉన్నంత ఎత్తులో ఉన్నాడు.	He is now almost as tall as his father is.
మీరు కుక్కకు ఆహారం ఇవ్వడం మర్చిపోయారా?	Did you forget to feed the dog?
సునీత తమిళం నేర్చుకోవడానికి ప్రయత్నిస్తోంది.	Suneetha is trying to learn Tamil.
